name,email,category_id
"CONSERVATOIRE DE MUSIQUE, DANSE ET ART DRAMATIQUE DE BREST METROPOLE",nadine.misko@brest-metropole.fr,1
ESPACE CULTUREL ARMORICA,culture@plouguerneau.fr,1
"LE MAC ORLAN, EQUIPEMENT CULTUREL DE BREST",patrice.coum@mairie-brest.fr,1
LE MALAMOK,infos@lemalamok.fr,1
LE QUARTZ - Scène nationale de Brest,madeleine.calvez@lequartz.com,1
LE STERENN MJC TREGUNC,mjctreg1@free.fr,1
LE VALLON,c.chaumont@ville-landivisiau.fr,1
POLE CULTUREL DU ROUDOUR,direction.roudour@orange.fr,1
FESTIVAL OUPS,resa.oups@gmail.com,1
L'ARCHIPEL – Scène de territoire pour le théâtre,frederic.pinard@ville-fouesnant.fr ,1
LA MAISON DU THEATRE,francois.berlivet@lamaisondutheatre.com,1
THEATRE DE CORNOUAILLE – Scène nationale de Quimper,aurelia.abramovici@theatre-cornouaille.fr,1
THEATRE DU PAYS DE MORLAIX – Scène de territoire pour le théâtre,mediation@tpmx,1
TRES TOT THEATRE – Scène conventionnée jeunes publics,dominique@tres-tot-theatre.com,1
L'ATELIER CULTUREL – Scène de territoire,contact@atelier-culturel.fr,1
LE CARRE MAGIQUE – POLE NATIONAL DES ARTS DU CIRQUE,marianegauthier@carre-magique.com ,1
LE FOURNEAU centre national des arts de la rue et des espaces publics (CNAREP),alice.lang@lefourneau.com,1
ORCHESTRE SYMPHONIQUE DE BRETAGNE,boubila@o-s-b.fr,1
ASSOCIATION DROM,marine.philippon@drom-kba.eu,1
ASSOCIATION HOT CLUB JAZZ IROISE,contact@hot-club-jazz-iroise.fr ,1
ASSOCIATION SON AR MEIN – LE PETIT FESTIVAL,marie-laure@sonarmein.fr ,1
ASTROPOLIS ORGANISATION,jess@astropolis.org,1
LA GRANDE BOUTIQUE – Centre de création musiques du monde,lagrandeboutique@wanadoo.fr,1
LA CARENE lieu de musiques actuelles,elisabeth.tortorici-kermarrec@lacarene.fr,1
POLARITE(S) - LE NOVOMAX lieu de musiques actuelles,josselin.thareau@lenovomax.bzh,1
MUSIQUES ET DANSES EN FINISTERE,isabelle.brochard@md29.org,1
scène de musiques actuelles (SMAC) RUN AR PUNS,laetitia@runarpuns.com,1
scène de musiques actuelles (SMAC) PENN AR JAZZ,mediation@penn-ar-jazz.com,1
MUSEE DE LA DANSE – CENTRE CHOREGRAPHIQUE NATIONAL DE RENNES ET DE BRETAGNE (CCNRB),clemence.journaud@museedeladanse.org,1
A DOMICILE AUTOUR DE LA DANSE CONTEMPORAINE,adomicile.dansecontemporaine@gmail.com,1
DANSE A TOUS LES ETAGES,brest.danseatouslesetages@gmail.com,1
CANAL TI ZEF,marie@canaltizef.infini.fr,1
CINEMATHEQUE DE BRETAGNE,direction@cinematheque-bretagne.fr,1
CINEPHARE,reseau.cinephare@gmail.com,1
CINEMA LA SALAMANDRE,cinemalasalamandre@gmail.com,1
CINEMA LE BRETAGNE,animation.lebretagne@gmail.com,1
COTE OUEST,marine.cam@filmcourt.fr,1
DAOULAGAD BREIZH,daoulagad.bzh@orange.fr,1
FESTIVAL DE CINEMA DE DOUARNENEZ,virginie@festival-douarnenez.com ,1
FESTIVAL PASSEURS DE LUMIERE - LES FILMS DU MOMENT,lesfilmsdumoment@yahoo.fr,1
GROS PLAN,solenn.rousseau@gros-plan.fr,1
INIZI,fouquet.manon@gmail.com ,1
LE GROUPE OUEST,contact@legroupeouest.com,1
TOILE D’ESSAI CINEMA LE CLUB,toiledessai@gmail.com,1
CLUB DE LA PRESSE DE BRETAGNE,accueil@clubpresse-bretagne.com,1
ECO BRETONS,marie@eco-bretons.info,1
LONGUEURS D’ONDE,contact@oufipo.org,1
RADIO EVASION - association pour la favorisation de l'expression radiophonique,yann@radio.evasion.net,1
établissement public de coopération culturelle LIVRE ET LECTURE EN BRETAGNE,contact@livrelecturebretagne.fr,1
BIBLIOTHEQUE DEPARTEMENTALE DU FINISTERE,isabelle.arcos-desloges@finistere.fr,1
FESTIVAL INTERNATIONAL DU LIVRE INSULAIRE OUESSANT(CALI),contact@livre-insulaire.fr,1
LA BAIE DES LIVRES,labaiedeslivres@laposte.net,1
MEDIATHEQUES - QUIMPER BRETAGNE OCCIDENTALE,francois.rosfelter@quimper-bretagne-occidentale.bzh,1
MAISON DE L'ARCHITECTURE ET DES ESPACES PROTEGES DE BRETAGNE (MAEB),contact@architecturebretagne.fr,1
"CONSEIL D'ARCHITECTURE, D'URBANISME ET DE L'ENVIRONNEMENT DU FINISTERE - CAUE 29",contact@caue-finistere.fr,1
ARCHIVES DÉPARTEMENTALES DU FINISTÈRE,archives.departementales@finistere.fr ,1
EPCC CHEMINS DU PATRIMOINE EN FINISTÈRE ABBAYE de DAOULAS,abbaye.daoulas@cdp29.fr ,1
EPCC CHEMINS DU PATRIMOINE EN FINISTÈRE CHATEAU DE KERJEAN,château.kerjean@cdp29.fr ,1
EPCC CHEMINS DU PATRIMOINE EN FINISTÈRE DOMAINE DE TREVAREZ,domaine.trevarez@cdp29.fr ,1
EPCC CHEMINS DU PATRIMOINE EN FINISTÈRE ABBAYE DU RELEC,abbaye.relec@cdp29.fr ,1
EPCC CHEMINS DU PATRIMOINE EN FINISTÈRE MANOIR DE KERNAULT,manoir.kernault@cdp29.fr ,1
GRAND CAIRN DE BARNENEZ,jean-michel.bonvalet@monuments-nationaux.fr,1
"BREST, VILLE D'ART ET D'HISTOIRE",ville-art-et-histoire@mairie-brest.fr,1
CONCARNEAU VILLE D'ART ET D'HISTOIRE,patrimoine@concarneau.fr,1
"PAYS DE MORLAIX, PAYS D'ART ET D'HISTOIRE",loic.quemener@paysdemorlaix.com,1
"QUIMPER, VILLE D'ART ET D'HISTOIRE",marc.delalleau@mairie-quimper.fr,1
MUSÉE DE LA PÊCHE DE CONCARNEAU,rachel.kerebel@cca.bzh,1
MUSEE DE MORLAIX - LES JACOBINS,j.thomas@villedemorlaix.org,1
MUSEE DEPARTEMENTAL BRETON - QUIMPER,margareth.leguellec@finistere.fr,1
MUSÉE DES BEAUX-ARTS DE BREST,mathilde.pigallet@brest-metropole.fr,1
MUSÉE DES BEAUX-ARTS DE PONT-AVEN,rachel.kerebel@cca.bzh,1
MUSÉE DES BEAUX-ARTS DE QUIMPER,fabienne.ruellan@quimper.bzh,1
MUSEE DES PHARES ET BALISES - OUESSANT,delphine.kermel@pnr-armorique.fr,1
MUSÉE DU PAYS BIGOUDEN,mediation@museebigouden.fr,1
MUSÉE NATIONAL DE LA MARINE - site de Brest,l.laot-lombard@musee-marine.fr,1
MUSEES DE TERRITOIRE FINISTERIEN ECOMUSÉE DES MONTS D'ARRÉE,anaelle.lepann@ecomusee-monts-arree.org,1
MUSEES DE TERRITOIRE FINISTERIEN MUSÉE DE L'ÉCOLE RURALE,direction@musee-ecole.fr,1
MUSEES DE TERRITOIRE FINISTERIENSMUSEE DE L'ANCIENNE ABBAYE DE LANDEVENNEC,musee.landevennec@orange.fr,1
PORT-MUSÉE DE DOUARNENEZ,isabelle.menard@mairie-douarnenez.fr,1
FILME MOI TA PLUME,asso.fmtp@gmail.com,1
COMPTOIR DU DOC – Promotion du cinéma documentaire,comptoir@comptoirdudoc.org,1
UNIS VERS 7 ARRIVE - FESTIVAL COURT METRANGE,helene.pravong@gmail.com,1
COURTS EN BETTON,contact@courtsenbetton.com ,1
CLUB DE LA PRESSE BRETAGNE,accueil@clubpresse-bretagne.com,1
RADIO CANAL B,direction@canalb.fr,1
RADIO LASER,germain.lechaussee@radiolaser.fr,1
RADIO ZENITH LA COUYERE,lemercierseb@gmail.com,1
RADIO ZENITH VITRE,chrystellebadoud@zenithfm.fr,1
TVR,aurelierousseau@tvr.bzh,1
BIBLIOTHEQUE DES CHAMPS LIBRES - Rennes Métropole,d.morineaux@leschampslibres.fr,1
BIBLIOTHEQUES DE RENNES,bibliotheque.smae@ville-rennes.fr,1
BRUIT DE LIRE,contact@bruitdelire.org,1
DIXIT POETIC,dixitpoetic@gmail.com,1
établissement public de coopération culturelle LIVRE ET LECTURE EN BRETAGNE,contact@livrelecturebretagne.fr,1
ETONNANTS VOYAGEURS,info@etonnants-voyageurs.com ,1
MAISON DE LA POESIE DE RENNES ET DE REGION BRETAGNE,mediation.mprb@gmail.com,1
MAISON DU LIVRE ET DU TOURISME DE BECHEREL,direction@becherel.com,1
MEDIATHEQUE DEPARTEMENTALE D'ILLE ET VILAINE,catherine.lepeinteur@ille-et-vilaine.fr,1
RUE DES LIVRES,mediationruedeslivres@gmail.com,1
MAISON DE L'ARCHITECTURE ET DES ESPACES PROTEGES DE BRETAGNE (MAEB),contact@architecturebretagne.fr,1
"CONSEIL D'ARCHITECTURE, D'URBANISME D'ILLE ET VILAINE - CAU 35",laurent.manneheut@ille-et-vilaine.fr,1
DINARD ville d'art et d'histoire,amelie.hommette@ville-dinard.fr,1
"FOUGÈRES, ville d'art et d'histoire",patrimoine@fougeres.fr ,1
RENNES métropole d'art et d'histoire,patrimoine@tourisme-rennes.com ,1
"VITRE, ville d'art et d'histoire",educatif.vah@mairie-vitre.fr,1
DASTUM,dastum@dastum.net,1
ARCHIVES DÉPARTEMENTALES D'ILLE ET VILAINE,archives@ille-et-vilaine.fr ,1
ARCHIVES MUNICIPALES DE RENNES,archives@ville-rennes.fr,1
ECOMUSÉE DU PAYS DE RENNES – FERME DE LA BINTINAIS,s.parmentier@rennesmetropole.fr,1
MUSÉE DE BRETAGNE- CHAMPS LIBRES – Rennes Métropole,k.debord@leschampslibres.fr ,1
MUSÉE DES BEAUX-ARTS DE RENNES,museebeauxarts@ville-rennes.fr,1
MUSEES DE SAINT MALO (MUSEE DU CHATEAU – MUSEE DES CAP- HORNIERS),jproze@saint-malo.fr,1
MUSÉES DE VITRÉ (MUSÉE DU CHÂTEAU - MUSÉE DES ROCHERS-SÉVIGNÉ – MUSÉE SAINT-NICOLAS),stephane.gautier@mairie-vitre.fr,1
MUSEE DE LA DANSE – CENTRE CHOREGRAPHIQUE NATIONAL DE RENNES ET DE BRETAGNE (CCNRB),clemence.journaud@museedeladanse.org,1
ESPACE CULTUREL L HERMINE -Scène conventionnée pour la danse,a.lenglart@gmvagglo.bzh ,1
LES SCENES DU GOLFE - Scène conventionnée pour la danse,beatrice.desroche@scenesdugolfe.com,1
CINEMATHEQUE DE BRETAGNE,direction@cinematheque-bretagne.fr,1
CINEPHARE,reseau.cinephare@gmail.com,1
CINECRAN,jean-christophe@cinecran.org,1
CINEGOURIN - ASSOCIATION JEANNE D'ARC,gourin-cinema@hotmail.fr,1
CINEMA IRIS,infos@iris-cinema-questembert.com ,1
CINEMA LE PARADIS,cinemaleparadis@ville-quiberon.fr,1
CINEMA REX,cinerex56@hotmail.com,1
LES PASSEURS D'IMAGE ET DE SON,lespasseurs02@hotmail.fr,1
J’AI VU UN DOCUMENTAIRE,jaivuundocumentaire@gmail.com,1
LES ARTISANS FILMEURS ASSOCIES,contact@artisansfilmeurs.fr,1
LES TEMPESTAIRES,contact@lestempestaires.org ,1
CLUB DE LA PRESSE DE BRETAGNE,accueil@clubpresse-bretagne.com,1
RADIO TIMBRE FM,timbrefm@gmail.com,1
RADIO PLUM FM,jessica@plumfm.net,1
établissement public de coopération culturelle LIVRE ET LECTURE EN BRETAGNE,contact@livrelecturebretagne.fr,1
LA LIGUE DE L'ENSEIGNEMENT DU MORBIHAN,elemenach@ligue56.fr,1
LE CARTON VOYAGEUR - musée de la carte postale,lecartonvoyageur@mairie-baud.fr,1
MEDIATHEQUE DEPARTEMENTALE DU MORBIHAN,muriel.dufour-carre@morbihan.fr,1
MAISON DE L'ARCHITECTURE ET DES ESPACES PROTEGES DE BRETAGNE (MAEB),contact@architecturebretagne.fr,1
"CONSEIL D’ARCHITECTURE, D’URBANISME ET DE L’ENVIRONNEMENT DU MORBIHAN (CAUE 56)",h.statiusmuller@caue56.fr,1
LES ALIGNEMENTS MÉGALITHIQUES DE CARNAC,jean-michel.bonvalet@monuments-nationaux.fr,1
MÉGALITHES DE LOCMARIAQUER,locmariaquer@monuments-nationaux.fr,1
SITE ARCHEOLOGIQUE DE KERVEN TEIGNOUSE – INGUINIEL,tanguy.d@wanadoo.fr,1
VILLA GALLO ROMAINE DE MANE VECHEN - PLOUHINEC,accueil@plouhinec.com,1
CENTRE ARCHÉOLOGIQUE DE MELRAND – VILLAGE DE L'AN MIL,melrand@sagemor.fr,1
"LORIENT, VILLE D'ART ET D'HISTOIRE",patrimoine@mairie-lorient.fr,1
"VANNES, VILLE D'ART ET D'HISTOIRE",claire.laine@mairie-vannes.fr,1
ARCHIVES DÉPARTEMENTALES DU MORBIHAN,archives@morbihan.fr,1
ECOMUSEE DE L'ILE DE GROIX,ecomusee.groix@outlook.com,1
ECOMUSÉE DE SAINT DÉGAN,contact@ecomusee-st-degan.fr,1
ECOMUSÉE INDUSTRIEL DES FORGES,ecomusee2.lochrist@orange.fr,1
MUSÉE DE LA COMPAGNIE DES INDES DE LORIENT,patrimoine@mairie-lorient.fr,1
MUSEE DE LA PREHISTOIRE - CARNAC,contact@museedecarnac.fr,1
MUSÉE DE LA RÉSISTANCE BRETONNE,musee.resistance@oust-broceliande.bzh,1
MUSÉE DES BEAUX-ARTS DE VANNES – LA COHUE,musee@mairie-vannes.fr,1
MUSÉE DU FAOUËT,communication@museedufaouet.fr,1
MUSÉE NATIONAL DE LA MARINE – SITE DE PORT-LOUIS,port-louis@musee-marine.fr,1
Benais Clemence,clemence.benais@etu.univ-poitiers.fr,2
Blin Caroline,caroline.blin@etu.univ-poitiers.fr,2
Boufafa Anis,anis.boufafa@etu.univ-poitiers.fr,2
Bucur Andreea-victoria,andreea.victoria.bucur@etu.univ-poitiers.fr,2
Burgard Charles,charles.burgard@etu.univ-poitiers.fr,2
Choquet Lucas,lucas.choquet@etu.univ-poitiers.fr,2
Delaunay Eva,eva.delaunay@etu.univ-poitiers.fr,2
Gatel Alexia,alexia.gatel@etu.univ-poitiers.fr,2
Genest Quentin,quentin.genest@etu.univ-poitiers.fr,2
Hamelin Hugues,hugues.hamelin@etu.univ-poitiers.fr,2
Hellec Marie,marie.hellec@etu.univ-poitiers.fr,2
Labour Romain,romain.labour@etu.univ-poitiers.fr,2
Lebrun Clemence,clemence.lebrun@etu.univ-poitiers.fr,2
Medina Carlos,carlos.medina@etu.univ-poitiers.fr,2
Megido Pauline,pauline.megido@etu.univ-poitiers.fr,2
Moreau Emilie,emilie.moreau@etu.univ-poitiers.fr,2
Moutaki Tarik,tarik.moutaki@etu.univ-poitiers.fr,2
Paillusson Laura,laura.paillusson@etu.univ-poitiers.fr,2
Raoul Flore,flore.raoul@etu.univ-poitiers.fr,2
Rocher Remi,remi.rocher@etu.univ-poitiers.fr,2
Rouault Pierre-antoine,pierre.antoine.rouault@etu.univ-poitiers.fr,2
Sanchez moreno Alvaro,alvaro.sanchez.moreno@etu.univ-poitiers.fr,2
Vigliola Sofia,sofia.vigliola@etu.univ-poitiers.fr,2
Bertrand Anne laure,anne.laure.bertrand@etu.univ-poitiers.fr,2
Louineau Antoine,antoine.louineau@etu.univ-poitiers.fr,2
Allard Peryne,peryne.allard@etu.univ-poitiers.fr,2
Bodin Clotilde,clotilde.bodin@etu.univ-poitiers.fr,2
Garnier Hugo,hugo.garnier@etu.univ-poitiers.fr,2
Gaudout LoÏc,loic.gaudout@etu.univ-poitiers.fr,2
Hiel Louis,louis.hiel@etu.univ-poitiers.fr,2
Moulineau Clement,clement.moulineau@etu.univ-poitiers.fr,2
Thevenet Amaury,amaury.thevenet@etu.univ-poitiers.fr,2
Vitrac Oceane,oceane.vitrac@etu.univ-poitiers.fr,2
Autef Lea,lea.autef@etu.univ-poitiers.fr,2
Beauchamp Margaux,margaux.beauchamp@etu.univ-poitiers.fr,2
Ducarre Laura,laura.ducarre@etu.univ-poitiers.fr,2
Gaubichet Julie,julie.gaubichet@etu.univ-poitiers.fr,2
Khouma Binta,binta.khouma@etu.univ-poitiers.fr,2
Mouachi Mourad,mourad.mouachi@etu.univ-poitiers.fr,2
Pellizzari Camille,camille.pellizzari@etu.univ-poitiers.fr,2
Renoux Lucas,lucas.renoux@etu.univ-poitiers.fr,2
Gambier Hellia,hellia.gambier@etu.univ-poitiers.fr,2
Rocroy-floreani Jade,jade.rocroy.floreani@etu.univ-poitiers.fr,2
Novier Clemence,clemence.novier@etu.univ-poitiers.fr,2
Abreu Lea,lea.abreu@etu.univ-poitiers.fr,2
Assis do nascimento Elisangela,elisangela.assis.do.nascimento@etu.univ-poitiers.fr,2
Aupetit Lea,lea.aupetit@etu.univ-poitiers.fr,2
Ayrault-roy Isaure,isaure.ayrault.roy@etu.univ-poitiers.fr,2
Babis Charalampos,charalampos.babis@etu.univ-poitiers.fr,2
Besson Jordan,jordan.besson@etu.univ-poitiers.fr,2
Bourgeois Cedric,cedric.bourgeois@etu.univ-poitiers.fr,2
Cantone Axelle,axelle.cantone@etu.univ-poitiers.fr,2
Cantone Axelle,axelle.cantone01@etu.univ-poitiers.fr,2
Chevalier Victor,victor.chevalier@etu.univ-poitiers.fr,2
Conde Cheick issihak,cheick.issihak.conde@etu.univ-poitiers.fr,2
Cren Meghane,meghane.cren@etu.univ-poitiers.fr,2
Damaye Alexis,alexis.damaye@etu.univ-poitiers.fr,2
Daniel Ravahiti,ravahiti.daniel@etu.univ-poitiers.fr,2
Debertolis Antoine,antoine.debertolis@etu.univ-poitiers.fr,2
Di cocco Marina,marina.di.cocco@etu.univ-poitiers.fr,2
Fares Salma,salma.fares@etu.univ-poitiers.fr,2
Flegeau Pauline,pauline.flegeau@etu.univ-poitiers.fr,2
Gailledrat Chloe,chloe.gailledrat@etu.univ-poitiers.fr,2
Gashi Diana,diana.gashi@etu.univ-poitiers.fr,2
Ghouzi Iman,iman.ghouzi@etu.univ-poitiers.fr,2
Giffard Emeline,emeline.giffard@etu.univ-poitiers.fr,2
Guillon Marina,marina.guillon@etu.univ-poitiers.fr,2
Imare Leanne,leanne.imare@etu.univ-poitiers.fr,2
Lemoigne Caroline,caroline.lemoigne@etu.univ-poitiers.fr,2
Maurisset Pauline,pauline.maurisset@etu.univ-poitiers.fr,2
Pluchart Clothilde,clothilde.pluchart@etu.univ-poitiers.fr,2
Saroul Manon,manon.saroul@etu.univ-poitiers.fr,2
Trarieux Amelie,amelie.trarieux@etu.univ-poitiers.fr,2
Yang Blong,blong.yang@etu.univ-poitiers.fr,2
Auger,eugenie.auger@etu.univ-poitiers.fr,2
Baurion,eugenie.baurion@etu.univ-poitiers.fr,2
Caresmel,eugenie.caresmel@etu.univ-poitiers.fr,2
Clapeau,eugenie.clapeau@etu.univ-poitiers.fr,2
Debes,eugenie.debes@etu.univ-poitiers.fr,2
Delugeau,marie.eugenie.delugeau@etu.univ-poitiers.fr,2
Duval,eugenie.duval@etu.univ-poitiers.fr,2
Duval,eugenie.duval01@etu.univ-poitiers.fr,2
Etourneau--brudey,eugenie.etourneau.brudey@etu.univ-poitiers.fr,2
Ferroux,eugenie.ferroux@etu.univ-poitiers.fr,2
Fouillard,eugenie.fouillard@etu.univ-poitiers.fr,2
Foulier,eugenie.foulier@etu.univ-poitiers.fr,2
Geniey,kevin.geniey@etu.univ-poitiers.fr,2
Habrioux,marie.eugenie.habrioux@etu.univ-poitiers.fr,2
Herbet,eugenie.herbet@etu.univ-poitiers.fr,2
Jouvenot,eugenie.jouvenot@etu.univ-poitiers.fr,2
Laugenie,clothaise.laugenie@etu.univ-poitiers.fr,2
Lebon,eugenie.lebon@etu.univ-poitiers.fr,2
Liaigre,eugenie.liaigre@etu.univ-poitiers.fr,2
Moniot beaumont,eugenie.moniot.beaumont@etu.univ-poitiers.fr,2
Morandeau,eugenie.morandeau@etu.univ-poitiers.fr,2
Naud,eugenie.naud@etu.univ-poitiers.fr,2
Pierre,eugenie.pierre@etu.univ-poitiers.fr,2
Pinon,eugenie.pinon@etu.univ-poitiers.fr,2
Poncet,eugenie.poncet@etu.univ-poitiers.fr,2
Rousseau,eugenie.rousseau@etu.univ-poitiers.fr,2
Thevenet,eugenie.thevenet@etu.univ-poitiers.fr,2
Watel,eugenie.watel@etu.univ-poitiers.fr,2
